expression,score,train_rankic,worst_rankic,worst_quarter,usable_days,rejected,rankic_2016Q1,rankic_2016Q2,rankic_2016Q3,rankic_2016Q4,rankic_2017Q1,rankic_2017Q2,rankic_2017Q3,rankic_2017Q4,rankic_2018Q1,rankic_2018Q2,rankic_2018Q3,rankic_2018Q4,rankic_2019Q1,rankic_2019Q2,rankic_2019Q3,rankic_2019Q4,rankic_2020Q1,rankic_2020Q2,rankic_2020Q3,rankic_2020Q4,days_2016Q1,days_2016Q2,days_2016Q3,days_2016Q4,days_2017Q1,days_2017Q2,days_2017Q3,days_2017Q4,days_2018Q1,days_2018Q2,days_2018Q3,days_2018Q4,days_2019Q1,days_2019Q2,days_2019Q3,days_2019Q4,days_2020Q1,days_2020Q2,days_2020Q3,days_2020Q4
"Resi($close, 5) / $close",-0.0578043720520745,-0.019675279966448456,-0.0578043720520745,2016Q2,1216,,-0.0037986605829239523,-0.0578043720520745,-0.056967548431582915,-0.031067252983162725,-0.03238535421629375,0.025905298538346576,-0.0317381781085479,-0.03882147439457973,-0.01180844906774911,-0.011925915804557886,-0.030143486657333317,0.02565229864778004,0.013753270555187422,-0.042250820686388614,-0.02559920558071307,-0.0265473814640432,-0.002764890190510994,-0.038702589259356095,0.0065871061690428055,-0.01869383141597944,59,61,64,60,59,60,65,60,59,60,64,60,58,60,65,61,58,59,66,58
"Max($high, 5) / $close",-0.017583869860446733,0.016373844626325875,-0.017583869860446733,2020Q1,1216,,0.004190524078052578,0.02006206420953069,0.0029260475293284814,-0.008791035388673301,0.03434423346760916,0.00573128907393835,0.042087732588151384,0.03190671012514487,0.04260548822423257,0.026922320211177565,0.03892715397490888,-0.012388555368623103,0.02146059016831712,0.01650846832044526,-0.007139181139873585,0.028657971374777203,-0.017583869860446733,0.035267272023991034,0.0018630885559521495,0.020331089030467122,59,61,64,60,59,60,65,60,59,60,64,60,58,60,65,61,58,59,66,58
"Min($low, 5) / $close",0.007804465652105025,0.04608539252062621,0.007804465652105025,2019Q1,1216,,0.033544618295520336,0.078353419149624,0.13386120490797254,0.09606066104044723,0.06468183662691275,0.034607303736460156,0.07031943699944543,0.021445584669992152,0.04259366667828263,0.023914929989696996,0.054108204307408696,0.012367149546245048,0.007804465652105025,0.06698750402591866,0.024852590944937542,0.042854041426761066,0.01309342816080233,0.02318768616545331,0.050182735183715965,0.015627089685331476,59,61,64,60,59,60,65,60,59,60,64,60,58,60,65,61,58,59,66,58
"Quantile($close, 5, 0.8) / $close",-0.010263221078055851,0.03588097675912336,-0.010263221078055851,2018Q4,1216,,0.019225100773712395,0.0800593140911325,0.07838238945222761,0.04650773939221954,0.068780974652986,0.008440486103406194,0.059923324496408664,0.026099550410221037,0.0418654902629224,0.02141286828821656,0.0576941875779329,-0.010263221078055851,0.015387720510658013,0.04176839576901277,8.96219850963362e-05,0.05331787689788204,0.002665591735918487,0.0467896880821894,0.02692110050415494,0.02759773772969573,59,61,64,60,59,60,65,60,59,60,64,60,58,60,65,61,58,59,66,58
"Quantile($close, 5, 0.2) / $close",-0.014284957716266181,0.03730288562658996,-0.014284957716266181,2018Q4,1216,,-0.006058455646400278,0.08876421882946194,0.11031760498466815,0.06728251489846304,0.06185798385876158,0.0062157287569220366,0.058396481092535736,0.018842047755159172,0.024539427036473556,0.01744235239342978,0.04483872904163365,-0.014284957716266181,0.005848593911822505,0.06168864163229583,0.029761176078614924,0.05413317780695252,0.0008250866593013589,0.04520466278170127,0.03564922324552968,0.024226539637448394,59,61,64,60,59,60,65,60,59,60,64,60,58,60,65,61,58,59,66,58
"Rank($close, 5)",-0.07842847583868211,-0.034873149603373385,-0.07842847583868211,2016Q3,1216,,-0.0067707206490780205,-0.07611053333097728,-0.07842847583868211,-0.04808616094174983,-0.05919073630200861,-0.005443080035845033,-0.05464665470901393,-0.01798461001847951,-0.01979027184681125,-0.02245248353557541,-0.06438910935456389,-0.0011550419081610916,-0.004843383541676396,-0.0513877221436366,-0.013135990270419548,-0.05220745938272215,-0.0019149248202383602,-0.05229884090458875,-0.03438653817351925,-0.024743656107561372,59,61,64,60,59,60,65,60,59,60,64,60,58,60,65,61,58,59,66,58
"($close - Min($low, 5)) / (Max($high, 5) - Min($low, 5) + 1e-12)",-0.08032528527058402,-0.03529197491970449,-0.08032528527058402,2016Q3,1216,,-0.001660294010624918,-0.05707931744245352,-0.08032528527058402,-0.05256733452175822,-0.06286900829084417,-0.019579404682626426,-0.06771175894403207,-0.024842923012977344,-0.047632249476247036,-0.029469929210977235,-0.060753241408947944,0.004221677760051806,-0.020544437556220107,-0.04665303169903307,-0.010699889909770933,-0.046345982085896874,0.013387171231624726,-0.03125881382749945,-0.03573195710845727,-0.019165973093316958,59,61,64,60,59,60,65,60,59,60,64,60,58,60,65,61,58,59,66,58
"IdxMax($high, 5) / 5",-0.048032584946088835,-0.021998216433819173,-0.048032584946088835,2016Q2,1216,,-0.0443169659988348,-0.048032584946088835,-0.036563477338273115,-0.034101896724162896,-0.0478984511695238,-0.025815039629487464,-0.018729077487243784,-0.002540848008283324,-0.0419037554001836,-0.011091260046277574,-0.017025841125578808,0.008485704527464104,-0.02439121519777362,-0.025761129650676652,-0.0029817667510683857,-0.020175000843105365,-0.005155736089675222,-0.025850421909136292,-0.020248413024807396,0.003268025640884979,59,61,64,60,59,60,65,60,59,60,64,60,58,60,65,61,58,59,66,58
"IdxMin($low, 5) / 5",-0.01027372084986589,0.01917068504844609,-0.01027372084986589,2020Q4,1216,,-0.002291524537836599,0.022133671463135843,0.03612558038996476,0.03170061579334336,0.03984207397053989,0.024972739452120682,0.04325832295512391,0.01685038559507212,0.023652907300776967,0.01044893802557858,0.025272003499401303,0.0032996922758521904,0.01626010810972764,0.03344312729319856,0.009129197665379231,0.019980511638813904,-0.003190984734789783,0.0019358281606427616,0.034510190592757874,-0.01027372084986589,59,61,64,60,59,60,65,60,59,60,64,60,58,60,65,61,58,59,66,58
"(IdxMax($high, 5) - IdxMin($low, 5)) / 5",-0.05084646912928956,-0.025433718907501325,-0.05084646912928956,2017Q1,1216,,-0.02704595508165936,-0.05055813467289205,-0.04686279620294483,-0.036228954891550126,-0.05084646912928956,-0.02912727800106918,-0.033021412797328585,-0.011995078413560428,-0.04189119266414768,-0.008136763800275486,-0.025028207451996427,0.0009385819697754278,-0.024715908506389744,-0.03642438410039572,-0.009662740347506051,-0.02555592302974141,-0.0043012125655893,-0.022603158565208798,-0.030335066974031655,0.007507057660912883,59,61,64,60,59,60,65,60,59,60,64,60,58,60,65,61,58,59,66,58
"Corr($close, Log($volume+1), 5)",-0.03750947963898623,-0.01694843943834748,-0.03750947963898623,2016Q2,1216,,0.0009975706004219148,-0.03750947963898623,-0.03742162081619054,-0.02027027438222077,-0.02958512038591561,-0.021484309609100263,-0.02716861393758738,-0.02889990473482069,-0.024909886548119337,-0.009280631498924049,-0.010340637533291421,0.025411945776291456,-0.02700126378178369,-0.03472808128303444,-0.01190896566025939,-0.014739536609902681,-0.009823407349526999,-0.023867400841576503,0.000817138268252847,0.003038196198872635,59,61,64,60,59,60,65,60,59,60,64,60,58,60,65,61,58,59,66,58
"Corr($close/Ref($close,1), Log($volume/Ref($volume,1)+1), 5)",-0.06817466636851588,-0.03287925631622599,-0.06817466636851588,2016Q3,1216,,-0.0011727588133587643,-0.042624949152813105,-0.06817466636851588,-0.04141646580094074,-0.05915136537757875,-0.049215228802823176,-0.04944277046159844,-0.038380378516944744,-0.049710420238121805,-0.03267670107927662,-0.02446718153138752,-0.004058866945165269,-0.0424559990195822,-0.036629576218956045,-0.02369528511408425,-0.02960238202590892,-0.001398967322153608,-0.03332526020454133,-0.028170267913121837,0.0019212180120686498,59,61,64,60,59,60,65,60,59,60,64,60,58,60,65,61,58,59,66,58
"Mean($close>Ref($close,1), 5)",-0.06280820400106105,-0.033496310408267074,-0.06280820400106105,2016Q3,1216,,-0.03462098743218073,-0.05448927219077419,-0.06280820400106105,-0.05615890703932544,-0.05176587444217841,-0.019713920153473643,-0.05345952693426936,-0.018738420022130966,-0.030781355035764953,-0.009935214574534926,-0.02979220958842421,-0.003202254738757494,-0.03932940709982055,-0.05040300250196187,-0.006231536339777057,-0.028727308516311563,-0.017957009413748334,-0.04166908156358524,-0.049768613936240186,-0.006570896921408554,59,61,64,60,59,60,65,60,59,60,64,60,58,60,65,61,58,59,66,58
"Mean($close<Ref($close,1), 5)",-0.002590279212537892,0.03582554353204202,-0.002590279212537892,2018Q4,1216,,0.04780615713110556,0.07000709623478132,0.056850215894207884,0.03598052854504734,0.043525573325975724,0.01844812480535109,0.06001696491992035,0.023478726038560556,0.04056450752290083,0.021338887762690086,0.03172756233266409,-0.002590279212537892,0.0424754714671639,0.05452367306861012,0.01147611630940571,0.030476403043163208,0.023184616458431173,0.049451650852710284,0.04686273414339177,0.007703598928310048,59,61,64,60,59,60,65,60,59,60,64,60,58,60,65,61,58,59,66,58
"Mean($close>Ref($close,1), 5)-Mean($close<Ref($close,1), 5)",-0.06742021462236333,-0.03585370725176283,-0.06742021462236333,2016Q2,1216,,-0.04258870893675885,-0.06742021462236333,-0.062495153676722724,-0.04753380817907806,-0.0483235856890847,-0.019089735225904556,-0.05850673634924956,-0.021828293661946333,-0.037416510804358386,-0.015756227990405842,-0.03162577602578207,-0.0003467640204403145,-0.042144287435612736,-0.0539386679386442,-0.009579751467325945,-0.03039366327774061,-0.02091640166483625,-0.04678218742181084,-0.04960262671208858,-0.007062905640030115,59,61,64,60,59,60,65,60,59,60,64,60,58,60,65,61,58,59,66,58
"Sum(Greater($close-Ref($close,1),0), 5)/(Sum(Abs($close-Ref($close,1)), 5)+1e-12)",-0.0868659347105491,-0.036554923674071205,-0.0868659347105491,2016Q3,1216,,-0.02408391637061053,-0.07291467317757995,-0.0868659347105491,-0.049986393854308996,-0.06132306594651441,-0.037852062469197555,-0.05811372323302996,-0.02247245417868993,-0.043587686189755497,-0.017196832681883836,-0.036033500583897815,0.012813163442845941,-0.043263477031589226,-0.057233674331233525,-0.0051423753316891755,-0.032559078338481755,-0.0035690639877665317,-0.03585106335216558,-0.0576365476903502,0.009003704673759605,59,61,64,60,59,60,65,60,59,60,64,60,58,60,65,61,58,59,66,58
"Sum(Greater(Ref($close,1)-$close,0), 5)/(Sum(Abs($close-Ref($close,1)), 5)+1e-12)",-0.01309411055489058,0.03651837198873195,-0.01309411055489058,2018Q4,1216,,0.02408640259004203,0.0729319477816672,0.08686650158505636,0.049986327016586965,0.061068099733234044,0.03756168691574525,0.05811332949638073,0.02247376338459158,0.04358919316897957,0.017196555553972318,0.03603404121709355,-0.01309411055489058,0.043264957788139505,0.057233876579394605,0.005195604554741048,0.032557206243166374,0.0035673763970742577,0.035850348422250135,0.057638980368893665,-0.0090033814076989,59,61,64,60,59,60,65,60,59,60,64,60,58,60,65,61,58,59,66,58
"(Sum(Greater($close-Ref($close,1),0), 5)-Sum(Greater(Ref($close,1)-$close,0), 5))/(Sum(Abs($close-Ref($close,1)), 5)+1e-12)",-0.08686706119047612,-0.036550764707304235,-0.08686706119047612,2016Q3,1216,,-0.0240837746275928,-0.07292654185518631,-0.08686706119047612,-0.04998562204000679,-0.061266351143537436,-0.037785482475491156,-0.058114311269586494,-0.022472445634175057,-0.043587579111908296,-0.017196104984423997,-0.03603341768264905,0.012823871853558756,-0.04326498531218149,-0.057233329643021386,-0.005176156310493441,-0.03255782222412586,-0.0035696807969084867,-0.035850077596509475,-0.05763805594293217,0.00900475230360265,59,61,64,60,59,60,65,60,59,60,64,60,58,60,65,61,58,59,66,58
"Mean($volume, 5)/($volume+1e-12)",-0.0018026388451199056,0.025866803679567826,-0.0018026388451199056,2019Q1,1216,,0.039203876442057514,0.07447109514542778,0.050682511025990556,0.02498144920952264,0.05291318712759398,0.009265445306618955,0.009620651174195707,0.001768798574766591,0.027221749326115884,0.0277530326937394,0.021097237618709803,0.027815208919765487,-0.0018026388451199056,0.007133826931438808,0.004134326552695494,0.046014065311441706,0.018222522611094957,0.036240171659815135,0.014579623109970012,0.027579773282097063,59,61,64,60,59,60,65,60,59,60,64,60,58,60,65,61,58,59,66,58
"Std($volume, 5)/($volume+1e-12)",-0.01520417148498519,-0.0017113513540134163,-0.01520417148498519,2018Q2,1216,,-0.0020437346340493228,-0.007406397622822279,0.005589541670741912,-0.0043351253366477865,-0.008752847655538545,-0.011259129665917043,-0.005625016032396807,-0.006796461511441627,-0.006645142582152004,-0.01520417148498519,0.0032059827961541413,0.0168479231649891,-0.003121366100708115,0.0001401504092902366,-0.004093976339780937,0.011648071877304997,0.0033981852751330285,-0.0014428963893945053,0.0005376416998511553,0.00048512444636710026,59,61,64,60,59,60,65,60,59,60,64,60,58,60,65,61,58,59,66,58
"Std(Abs($close/Ref($close,1)-1)*$volume, 5)/(Mean(Abs($close/Ref($close,1)-1)*$volume, 5)+1e-12)",-0.02150526713592532,-0.008690691721629196,-0.02150526713592532,2016Q2,1216,,-0.017734849921749413,-0.02150526713592532,-0.008352752699120676,0.001360887270474511,-0.019525511192679475,-0.014832310209976728,-0.01497905698085641,-0.0010568156214206372,-0.009193380901040821,-0.012737894235349463,-0.004695009771842386,-0.0007037363604171178,0.007696785608312153,-0.00035007768105442446,-0.005955003845902925,-0.01576372760961,-0.008975681101786539,-0.019718615210925133,-0.007551461693489582,0.00133166542881554,59,61,64,60,59,60,65,60,59,60,64,60,58,60,65,61,58,59,66,58
"Sum(Greater($volume-Ref($volume,1),0), 5)/(Sum(Abs($volume-Ref($volume,1)), 5)+1e-12)",-0.08255321493951494,-0.036411959963274086,-0.08255321493951494,2016Q2,1216,,-0.046074553266455286,-0.08255321493951494,-0.07180487100010052,-0.032637204794199584,-0.06666180467702187,-0.028908976525452986,-0.025812730149359343,-0.01473451908332808,-0.06413428904032273,-0.035969164496479446,-0.012844845120843367,-0.017738757665435454,-0.030959697011004293,-0.05598080691627694,0.006680646958013624,-0.03104805217921907,-0.03904149714830818,-0.04151161580719989,-0.03647652851344826,-0.0030320580216135658,59,61,64,60,59,60,65,60,59,60,64,60,58,60,65,61,58,59,66,58
"Sum(Greater(Ref($volume,1)-$volume,0), 5)/(Sum(Abs($volume-Ref($volume,1)), 5)+1e-12)",-0.006680646958013624,0.03641198006039916,-0.006680646958013624,2019Q3,1216,,0.04607482214457617,0.08255321493951494,0.07180487100010052,0.03263722935939281,0.06666180467702187,0.028908976525452986,0.025812730149359343,0.01473451908332808,0.06413428904032273,0.035969164496479446,0.012844860261826912,0.017738757665435454,0.030959697011004293,0.05598080691627694,-0.006680646958013624,0.03104805217921907,0.03904149714830818,0.04151161580719989,0.03647652851344826,0.003032163734724348,59,61,64,60,59,60,65,60,59,60,64,60,58,60,65,61,58,59,66,58
"(Sum(Greater($volume-Ref($volume,1),0), 5)-Sum(Greater(Ref($volume,1)-$volume,0), 5))/(Sum(Abs($volume-Ref($volume,1)), 5)+1e-12)",-0.08255321493951494,-0.03641201515754527,-0.08255321493951494,2016Q2,1216,,-0.04607482214457617,-0.08255321493951494,-0.07180487100010052,-0.03263722935939281,-0.06666180467702187,-0.02890946606256946,-0.025812730149359343,-0.01473451908332808,-0.06413428904032273,-0.035969164496479446,-0.012844860261826912,-0.017738757665435454,-0.030959697011004293,-0.05598080691627694,0.006680646958013624,-0.03104805217921907,-0.0390417265604232,-0.04151161580719989,-0.03647652851344826,-0.003032163734724348,59,61,64,60,59,60,65,60,59,60,64,60,58,60,65,61,58,59,66,58
"(Ref($close,1) / $open) - 1",-0.04211014969787454,-0.011591174451107956,-0.04211014969787454,2018Q4,1216,,-0.012226816630528454,-0.003704624541808007,0.010825783182026455,-0.013190767515304095,-0.009585010438317219,-0.02852155022089092,0.003615216567207322,-0.0025173693644994946,-0.006634960079033471,-0.035448803754478515,0.004843801018331431,-0.04211014969787454,-0.027920871177988,-0.007206617209380828,-0.025681403777582486,0.01697855384758721,-0.01404659308864983,0.005902118962453966,-0.030475753607976483,-0.016513198035708474,59,61,64,60,59,60,65,60,59,60,64,60,58,60,65,61,58,59,66,58
"Min($low,5) / $close * Log(1 + $volume / (Mean($volume,5)+1e-12))",-0.06586141167793318,-0.01956956552656164,-0.06586141167793318,2016Q2,1216,,-0.03178815638219356,-0.06586141167793318,-0.038994508049576854,-0.014967348310463924,-0.04654947161516472,-0.003456985785952309,-0.001382987402743179,0.00029303172275646044,-0.021121587957503598,-0.022575238085090422,-0.015944780131631343,-0.021382019567553926,0.003521642053487781,0.002450692367113929,0.0002675864306949776,-0.04080442013990677,-0.01296345005337768,-0.034770424829141736,-0.0024958154736732783,-0.025710187613216928,59,61,64,60,59,60,65,60,59,60,64,60,58,60,65,61,58,59,66,58
